id|cntrct_id|hc_id|mbr_sqnc_nbr|rcrd_stts_cd|lst_nm|frst_nm|mid_init_nm|gndr_cd|mbr_rltnshp_cd|brth_dt|ssn|address_1|address_2|city|state|zip_1|zip_1|bill_rel|emp_status|emp_hr_dt|src_grp_nmb|src_subgrp_nbr|mbr_incentive_efctv_dt|cfmcn_prod_id|hpcc|incntv_prdct_cd|mbrshp_sor_cd|mbr_status|mbr_incentive_trmn_dt|grp_cvr_fee|reg_pmt_src|token
1|1022120010000|AN2831963|1|SUB|APPLE|AL| |M|SUB|1971-09-01|102212001|DO NOT MAIL| |MASON|OH|45040|0000|1|0|2012-01-01|009500008|BBCP|2012-01-01| |001|HPM5|834|00|2014-01-01|0|member
2|1022120020000|AN2831964|1|SUB|CHOCOLATE|GEORGE| |M|SUB|1973-09-03|102212002|DO NOT MAIL| |MASON|OH|45040|0000|1|0|2012-01-01|009500008|BBCP|2012-01-01| |001|HPM5|834|00|2014-01-01|0|member
3|1022120020000|AN2831964|2|DEP|CHOCOLATE|HELEN| |F|SPS|1973-10-03|102212002|DO NOT MAIL| |MASON|OH|45040|0000|1|0|2012-01-01|009500008|BBCP|2012-01-01| |001|HPM5|834|00|2014-01-01|0|member
4|1022120030000|AN2831965|1|SUB|DAILY|JAN| |F|SUB|1974-09-04|102212003|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-01-01|009500008|BBCP|2012-01-01| |001|HPM5|834|00|2014-01-01|0|member
5|1022120030000|AN2831965|2|DEP|DAILY|LINDA| |F|CHD|2004-11-04|102212003|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-01-01|009500008|BBCP|2012-01-01| |001|HPM5|834|00|2014-01-01|0|member
6|1022120040000|AN2831966|1|SUB|BIRMINGHAM|DEBBIE| |F|SUB|1973-08-03|102212004|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-07-01|009500008|BBCP|2012-07-01| |1|HPM5|834|00|2014-01-01|0|member
7|1022120040000|AN2831966|2|DEP|BIRMINGHAM|ETHAN| |M|SPS|1973-07-03|102212004|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-07-01|009500008|BBCP|2012-07-01| |1|HPM5|834|00|2014-01-01|0|member
8|1022120040000|AN2831966|3|DEP|BIRMINGHAM|FRAN| |F|CHD|2003-06-03|102212004|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-07-01|009500008|BBCP|2012-07-01| |1|HPM5|834|00|2014-01-01|0|member
9|1022120050000|AN2831967|1|SUB|CALIFORNIA|GEORGE| |M|SUB|1974-08-04|102212005|DO NOT MAIL| |MASON|OH|45040|0000|1|0|2012-10-01|009500008|BBCP|2012-10-01| |1|HPM5|834|00|2012-11-01|0|member
10|1022120060000|AN2831968|1|SUB|HAWAII|WILMA| |F|SUB|1979-09-08|102212006|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-10-01|009500008|BBCP|2012-10-01| |1|HPM5|834|00|2014-01-01|0|member
11|1022120060000|AN2831968|2|DEP|HAWAII|XAVIER| |M|SPS|1979-07-09|102212006|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-10-01|009500008|BBCP|2012-10-01| |1|HPM5|834|00|2014-01-01|0|member
12|1022120060000|AN2831968|3|DEP|HAWAII|YVETTE| |F|CHD|2009-06-09|102212006|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-10-01|009500008|BBCP|2012-10-01| |1|HPM5|834|00|2014-01-01|0|member
13|1022120070000|AN2831969|1|SUB|JUPITER|DONNA| |F|SUB|1972-09-02|102212007|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-01-01|009500026|HHCP|2012-01-01| |002|HPM4|834|00|2012-11-01|0|PMPM
14|1022120080000|AN2831970|1|SUB|FRANKLIN|PAM| |F|SUB|1976-09-06|102212008|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-01-01|009500026|HHCP|2012-01-01| |002|HPM4|834|00|2014-01-01|0|PMPM
15|1022120080000|AN2831970|2|DEP|FRANKLIN|QUINCY| |M|SPS|1976-10-06|102212008|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-01-01|009500026|HHCP|2012-01-01| |002|HPM4|834|00|2014-01-01|0|PMPM
16|1022120080000|AN2831970|3|DEP|FRANKLIN|ROBIN| |F|CHD|2006-11-06|102212008|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-01-01|009500026|HHCP|2012-01-01| |002|HPM4|834|00|2014-01-01|0|PMPM
17|1022120090000|AN2831971|1|SUB|HEAVEN|WILMA| |F|SUB|1978-09-08|102212009|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-07-01|009500026|HHCP|2012-07-01| |002|HPM4|834|00|2014-01-01|0|PMPM
18|1022120100000|AN2831972|1|SUB|BONO|DEBBIE| |F|SUB|1973-08-03|102212010|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-07-01|009500026|HHCP|2012-07-01| |2|HPM4|834|00|2014-01-01|0|PMPM
19|1022120100000|AN2831972|2|DEP|BONO|ETHAN| |M|SPS|1973-07-03|102212010|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-07-01|009500026|HHCP|2012-07-01| |2|HPM4|834|00|2014-01-01|0|PMPM
20|1022120110000|AN2831973|1|SUB|DIPPER|JAN| |F|SUB|1975-08-05|102212011|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-10-01|009500026|HHCP|2012-10-01| |2|HPM4|834|00|2014-01-01|0|PMPM
21|1022120120000|AN2831974|1|SUB|HOUSTON|WILMA| |F|SUB|1979-08-09|102212012|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-10-01|009500026|HHCP|2012-10-01| |2|HPM4|834|00|2014-01-01|0|PMPM
22|1022120120000|AN2831974|2|DEP|HOUSTON|XAVIER| |M|SPS|1979-07-09|102212012|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-10-01|009500026|HHCP|2012-10-01| |2|HPM4|834|00|2014-01-01|0|PMPM
23|1022120120000|AN2831974|3|DEP|HOUSTON|YVETTE| |F|CHD|2009-06-09|102212012|DO NOT MAIL| |MASON|OH|45040|0000|2|0|2012-10-01|009500026|HHCP|2012-10-01| |2|HPM4|834|00|2014-01-01|0|PMPM
